	<wordnet_formation_108426461>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_book_fair_108408418>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_lathe_103646296>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_plasticizer_114593162>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_nucleus_105434927>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_pipeline_company_108069487>	rdfs:subClassOf	<wordnet_organization_108008335>	
	<wordnet_policy_105901508>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_fracture_114292090>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_community_college_108282542>	rdfs:subClassOf	<wordnet_organization_108008335>	
	<wordnet_web_log_106402202>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_barn_102793495>	rdfs:subClassOf	<wordnet_building_102913152>	
	<wordnet_mermaid_109489601>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_delay_115272029>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_aviary_102763604>	rdfs:subClassOf	<wordnet_building_102913152>	
	<wordnet_strut_100290125>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_binary_star_109221070>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_continuance_101017987>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_disk_drive_103209666>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_green_104967191>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_concept_album_106592078>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_election_commission_108325124>	rdfs:subClassOf	<wordnet_organization_108008335>	
	<wordnet_toilet_104446276>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_discharge_lamp_103206023>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_porphyria_114507651>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_dimension_105093581>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_datum_105816622>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_true_lobster_101983048>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_time_107309599>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_ambassador_109787534>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_consonant_107115021>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_diplomatic_mission_108402693>	rdfs:subClassOf	<wordnet_organization_108008335>	
	<wordnet_pit_109393108>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_life_113963192>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_rattlesnake_101754876>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_butterfly_102274259>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_carbamate_114792281>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_agent_109190918>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_discount_house_103206405>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_enol_114605590>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_practitioner_110462860>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_adjective_106321702>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_occultist_110370381>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_infestation_114452616>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_plaything_103964744>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_reference_book_106417598>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_baseline_113854318>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_nursing_school_108283757>	rdfs:subClassOf	<wordnet_organization_108008335>	
	<wordnet_medicine_103740161>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_cake_102937469>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_driver_106574473>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_expedition_100968479>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_hammer_103481824>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_collector_109936620>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_game_bird_102153203>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_hardware_103493333>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_coolant_114822141>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_alumnus_109786338>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_os_105302422>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_embryologist_110051761>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_perfect_game_100474881>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_hostage_110187557>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_lesbian_110254965>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_projectionist_110481561>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_catacomb_102981024>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_rocket_scientist_110536274>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_island_109316454>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_announcement_106726158>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_utility_program_106581410>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_war_crime_100782518>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_heart_105919263>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_film_director_110088200>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_hermit_110172448>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_contribution_113270038>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_treasure_trove_113371355>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_pollster_110451590>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_chapter_106396142>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_police_station_103977678>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_poacher_110444058>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_heat_exchanger_103508485>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_situation_comedy_107017733>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_antiviral_102725367>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_coupling_103119510>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_prayer_book_106416946>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_herring_107784522>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_steroid_115057744>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_analog_computer_102708224>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_gladiator_110131815>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_dialogue_107136206>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_object-oriented_database_management_system_106589151>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_benzofuran_114898101>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_unicyclist_110738111>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_living_arrangement_105730046>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_table_108266235>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_tiara_104432203>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_riot_gun_104093775>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_dam_103160309>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_protest_march_101179167>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_turban_104498389>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_fulminate_114798709>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_tenor_saxophonist_110701962>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_surveyor_110680609>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_fractal_105931152>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_falcon_101610955>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_jaguar_102128925>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_frozen_dessert_107611358>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_public_library_107978170>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_convenience_store_103099274>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_tartan_104395106>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_test_100791078>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_iodide_114922371>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_automobile_engine_102761557>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_borough_108540532>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_design_100928077>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_veteran_110749528>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_albatross_105689645>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_anticonvulsant_102718469>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_algorithm_105847438>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_hagiographer_110155692>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_room_104105893>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_radio_receiver_104043733>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_avalanche_107405137>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_halogen_114904661>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_glyph_103442164>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_decomposition_106013471>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_anxiety_disorder_114380473>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_container_103094503>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_cosmetic_surgeon_109967270>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_printing_106677302>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_pandemic_107435713>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_short_story_106371999>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_lipid-lowering_medicine_103676175>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_neuroscientist_110354580>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_motion_100331950>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_soliloquy_107160752>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_assault_rifle_102749479>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_double_agent_110027476>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_grandma_110142747>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_center_108523483>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_hawk_101605630>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_ostentation_106889330>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_nitrofuran_114963634>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_hairdo_105256862>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_bird_family_101504437>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_annelid_101934440>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_sniper_110616899>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_czar_109987239>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_philatelist_110422405>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_presidency_115266265>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_dumbbell_110039391>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_cheer_106692572>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_energizer_110056103>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_system_104377057>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_barge_102792552>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_steel_114802450>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_muralist_110338498>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_bilingual_dictionary_106419234>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_bureaucrat_109880427>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_anaphora_107100815>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_concert_106892775>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_shipping_company_108003717>	rdfs:subClassOf	<wordnet_organization_108008335>	
	<wordnet_reproductive_organ_105513302>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_beeper_102823124>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_birth_defect_114465048>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_sulfur_oxide_115063946>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_autosomal_dominant_disease_114162025>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_telluride_115068134>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_haplotype_105439582>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_earwig_102272871>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_judge_110225219>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_span_115134340>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_vegetable_oil_107673397>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_lexicographer_110256080>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_halide_114904359>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_forger_110105260>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_musician_110339966>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_character_106818970>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_collision_107302542>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_portable_computer_103985232>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_commercial_treaty_106773857>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_lizard_101674464>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_commandment_107169848>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_air_lane_108492546>	rdfs:subClassOf	<yagoGeoEntity>	
	<wordnet_reshuffle_101084489>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_invention_103582658>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_rescript_106746347>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_condiment_107810907>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_hadrosaur_101705934>	rdfs:subClassOf	<wordnet_physical_entity_100001930>	
	<wordnet_reader_110508710>	rdfs:subClassOf	<wordnet_person_100007846>	
	<wordnet_aromatic_hydrocarbon_114767996>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_ironclad_103585551>	rdfs:subClassOf	<wordnet_artifact_100021939>	
	<wordnet_cofactor_114800706>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
	<wordnet_public_house_104018399>	rdfs:subClassOf	<wordnet_building_102913152>	
	<wordnet_novel_106367879>	rdfs:subClassOf	<wordnet_abstraction_100002137>	
